### ZJet_amcatnlo_Inc
 #id                        variableName            min1            max1            min2            max2             Npass          errNpass          EffRel       errEffRel          EffAbs       errEffAbs
  82                       M_e1e2_LQ1300        360.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  83                     min_M_ej_LQ1300        805.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  84                      sT_eejj_LQ1400       1585.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  85                       M_e1e2_LQ1400        360.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  86                     min_M_ej_LQ1400        805.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  87                      sT_eejj_LQ1500       1585.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  88                       M_e1e2_LQ1500        360.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  89                     min_M_ej_LQ1500        805.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  90                      sT_eejj_LQ1600       1585.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  91                       M_e1e2_LQ1600        360.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  92                     min_M_ej_LQ1600        805.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  93                      sT_eejj_LQ1700       1585.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  94                       M_e1e2_LQ1700        360.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  95                     min_M_ej_LQ1700        805.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  96                      sT_eejj_LQ1800       1585.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  97                       M_e1e2_LQ1800        360.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  98                     min_M_ej_LQ1800        805.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
  99                      sT_eejj_LQ1900       1585.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
 100                       M_e1e2_LQ1900        360.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
 101                     min_M_ej_LQ1900        805.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
 102                      sT_eejj_LQ2000       1585.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
 103                       M_e1e2_LQ2000        360.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00
 104                     min_M_ej_LQ2000        805.0000            +inf               -               -        0.0000e+00        0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00      0.0000e+00


### ZJet_amcatnlo_pt50to100
 #id                        variableName            min1            max1            min2            max2             Npass          errNpass          EffRel       errEffRel          EffAbs       errEffAbs
   0                              NoCuts               -               -               -               -      3099732.2902        0.0000e+00          1.0000      0.0000e+00          1.0000      0.0000e+00
   1                            PassJSON               -               -               -               -      3099732.2902          279.5302          1.0000     -1.0000e+00          1.0000     -1.0000e+00
   2                          nEle_ptCut               -               -               -               -       127059.8571           56.5941      4.0991e-02      1.7891e-05      4.0991e-02      1.7505e-05
   3                             Ele1_Pt               -               -               -               -       127059.8571           56.5941          1.0000      0.0000e+00      4.0991e-02      1.7505e-05
   4                         PassTrigger               -               -               -               -       124769.1575           56.0816          0.9820      5.9302e-05      4.0252e-02      1.7360e-05
   5                         Reweighting          0.0000          1.0000               -               -    550142166.6157       583589.1861       4409.2801     -1.0000e+00        177.4805     -1.0000e+00
   6                         PassLHECuts          0.0000          1.0000               -               -    550142166.6157       583589.1861          1.0000      0.0000e+00        177.4805     -1.0000e+00
   7                            PassJSON          0.0000          1.0000               -               -    550142166.6157       583589.1861          1.0000      0.0000e+00        177.4805     -1.0000e+00
